Number,Parcel ID,Timestamp,Photo Directory,Status
1,izrulfizal,2026-05-25 17:12:37,/Users/izrulfizal/Documents/Developer/parcelkiosk/captures/izrulfizal_20260525_171237.jpg,Taken
